CountryCd	Year	CountryName	FieldEducation	Graduates	YoungAdults
NZL	2007	New Zealand	Computing (ISC 48)	1729	1151450
NZL	2007	New Zealand	Social and behavioural science (ISC 31)	2868	1151450
NZL	2007	New Zealand	Law (ISC 38)	1760	1151450
NZL	2007	New Zealand	Agriculture	436	1151450
NZL	2007	New Zealand	Humanities and Arts	6432	1151450
NZL	2007	New Zealand	Mathematics and statistics (ISC 46)	423	1151450
NZL	2007	New Zealand	Journalism and information (ISC 32)	922	1151450
NZL	2007	New Zealand	Education (ISC 14)	4911	1151450
NZL	2008	New Zealand	Engineering and engineering trades (ISC 52)	1762	1154000
NZL	2008	New Zealand	Computing (ISC 48)	1598	1154000
NZL	2008	New Zealand	Architecture and building (ISC 58)	842	1154000
NZL	2008	New Zealand	Mathematics and statistics (ISC 46)	512	1154000
NZL	2008	New Zealand	Engineering, manufacturing and construction	2711	1154000
NZL	2008	New Zealand	Life sciences (ISC 42)	2323	1154000
NZL	2008	New Zealand	Agriculture	307	1154000
NZL	2008	New Zealand	Environmental protection (ISC 85)	312	1154000
NZL	2008	New Zealand	Law (ISC 38)	2299	1154000
NZL	2008	New Zealand	Transport services (ISC 84)	67	1154000
NZL	2008	New Zealand	Social and behavioural science (ISC 31)	3139	1154000
NZL	2008	New Zealand	Education (ISC 14)	5475	1154000
NZL	2008	New Zealand	Health and welfare	6871	1154000
NZL	2008	New Zealand	Journalism and information (ISC 32)	1361	1154000
NZL	2008	New Zealand	Humanities and Arts	6317	1154000
NZL	2008	New Zealand	Business and administration (ISC 34)	10086	1154000
NZL	2009	New Zealand	Engineering and engineering trades (ISC 52)	1213	1162000
NZL	2009	New Zealand	Business and administration (ISC 34)	9469	1162000
NZL	2009	New Zealand	Computing (ISC 48)	1794	1162000
NZL	2009	New Zealand	Life sciences (ISC 42)	2420	1162000
NZL	2009	New Zealand	Engineering, manufacturing and construction	2849	1162000
NZL	2009	New Zealand	Architecture and building (ISC 58)	1549	1162000
NZL	2009	New Zealand	Mathematics and statistics (ISC 46)	602	1162000
NZL	2009	New Zealand	Law (ISC 38)	2542	1162000
NZL	2009	New Zealand	Transport services (ISC 84)	60	1162000
NZL	2009	New Zealand	Environmental protection (ISC 85)	344	1162000
NZL	2009	New Zealand	Health and welfare	7179	1162000
NZL	2009	New Zealand	Agriculture	364	1162000
NZL	2009	New Zealand	Education (ISC 14)	5769	1162000
NZL	2009	New Zealand	Journalism and information (ISC 32)	1302	1162000
NZL	2009	New Zealand	Social and behavioural science (ISC 31)	4808	1162000
NZL	2009	New Zealand	Humanities and Arts	5679	1162000
NZL	2011	New Zealand	Computing (ISC 48)	1850	1181000
NZL	2011	New Zealand	Mathematics and statistics (ISC 46)	663	1181000
NZL	2011	New Zealand	Business and administration (ISC 34)	9698	1181000
NZL	2011	New Zealand	Engineering, manufacturing and construction	3353	1181000
NZL	2011	New Zealand	Social and behavioural science (ISC 31)	5332	1181000
NZL	2011	New Zealand	Architecture and building (ISC 58)	1908	1181000
NZL	2011	New Zealand	Law (ISC 38)	2799	1181000
NZL	2011	New Zealand	Life sciences (ISC 42)	2562	1181000
NZL	2011	New Zealand	Engineering and engineering trades (ISC 52)	1361	1181000
NZL	2011	New Zealand	Environmental protection (ISC 85)	516	1181000
NZL	2011	New Zealand	Health and welfare	8341	1181000
NZL	2011	New Zealand	Transport services (ISC 84)	36	1181000
NZL	2011	New Zealand	Humanities and Arts	6440	1181000
NZL	2011	New Zealand	Education (ISC 14)	6703	1181000
NZL	2011	New Zealand	Journalism and information (ISC 32)	1421	1181000
NZL	2011	New Zealand	Agriculture	357	1181000
NZL	2012	New Zealand	Mathematics and statistics (ISC 46)	659	1185000
NZL	2012	New Zealand	Humanities and Arts	6918	1185000
NZL	2012	New Zealand	Engineering and engineering trades (ISC 52)	1654	1185000
NZL	2012	New Zealand	Business and administration (ISC 34)	10439	1185000
NZL	2012	New Zealand	Health and welfare	9342	1185000
NZL	2012	New Zealand	Computing (ISC 48)	2130	1185000
NZL	2012	New Zealand	Education (ISC 14)	7576	1185000
NZL	2012	New Zealand	Social and behavioural science (ISC 31)	5584	1185000
NZL	2012	New Zealand	Journalism and information (ISC 32)	1700	1185000
NZL	2012	New Zealand	Law (ISC 38)	2766	1185000
NZL	2012	New Zealand	Life sciences (ISC 42)	2886	1185000
NZL	2012	New Zealand	Engineering, manufacturing and construction	3728	1185000
NZL	2012	New Zealand	Architecture and building (ISC 58)	1966	1185000
NZL	2012	New Zealand	Agriculture	399	1185000
NZL	2012	New Zealand	Transport services (ISC 84)	62	1185000
NZL	2012	New Zealand	Environmental protection (ISC 85)	442	1185000
POL	1998	Poland	Education (ISC 14)	38429	11099000
POL	1998	Poland	Engineering, manufacturing and construction	23496	11099000
POL	1998	Poland	Humanities and Arts	17819	11099000
POL	1998	Poland	Engineering and engineering trades (ISC 52)	22821	11099000
POL	1998	Poland	Architecture and building (ISC 58)	675	11099000
POL	1998	Poland	Journalism and information (ISC 32)	838	11099000
POL	1998	Poland	Agriculture	5355	11099000
POL	1998	Poland	Business and administration (ISC 34)	41912	11099000
POL	1998	Poland	Health and welfare	5482	11099000
POL	1998	Poland	Transport services (ISC 84)	1394	11099000
POL	1998	Poland	Life sciences (ISC 42)	0	11099000
POL	1998	Poland	Environmental protection (ISC 85)	562	11099000
POL	1998	Poland	Mathematics and statistics (ISC 46)	3435	11099000
POL	1998	Poland	Social and behavioural science (ISC 31)	16900	11099000
POL	1998	Poland	Computing (ISC 48)	0	11099000
POL	1998	Poland	Law (ISC 38)	6402	11099000
POL	1999	Poland	Computing (ISC 48)	1585	10915000
POL	1999	Poland	Humanities and Arts	22916	10915000
POL	1999	Poland	Mathematics and statistics (ISC 46)	2374	10915000
POL	1999	Poland	Journalism and information (ISC 32)	1105	10915000
POL	1999	Poland	Architecture and building (ISC 58)	3913	10915000
POL	1999	Poland	Business and administration (ISC 34)	62707	10915000
POL	1999	Poland	Social and behavioural science (ISC 31)	22763	10915000
POL	1999	Poland	Law (ISC 38)	7831	10915000
POL	1999	Poland	Life sciences (ISC 42)	2066	10915000
POL	1999	Poland	Transport services (ISC 84)	966	10915000
POL	1999	Poland	Engineering, manufacturing and construction	23585	10915000
POL	1999	Poland	Education (ISC 14)	44154	10915000
POL	1999	Poland	Engineering and engineering trades (ISC 52)	18122	10915000
POL	1999	Poland	Health and welfare	5548	10915000
POL	1999	Poland	Agriculture	6447	10915000
POL	1999	Poland	Environmental protection (ISC 85)	5097	10915000
POL	2000	Poland	Transport services (ISC 84)	1229	10808055
POL	2000	Poland	Computing (ISC 48)	2150	10808055
POL	2000	Poland	Architecture and building (ISC 58)	4399	10808055
POL	2000	Poland	Engineering, manufacturing and construction	27561	10808055
POL	2000	Poland	Education (ISC 14)	46426	10808055
POL	2000	Poland	Journalism and information (ISC 32)	1357	10808055
POL	2000	Poland	Life sciences (ISC 42)	3797	10808055
POL	2000	Poland	Humanities and Arts	24395	10808055
POL	2000	Poland	Agriculture	6239	10808055
POL	2000	Poland	Environmental protection (ISC 85)	5477	10808055
POL	2000	Poland	Engineering and engineering trades (ISC 52)	19007	10808055
POL	2000	Poland	Health and welfare	5896	10808055
POL	2000	Poland	Business and administration (ISC 34)	85288	10808055
POL	2000	Poland	Social and behavioural science (ISC 31)	33504	10808055
POL	2000	Poland	Law (ISC 38)	7222	10808055
POL	2000	Poland	Mathematics and statistics (ISC 46)	2919	10808055
POL	2001	Poland	Life sciences (ISC 42)	4571	10880788
POL	2001	Poland	Humanities and Arts	31728	10880788
POL	2001	Poland	Education (ISC 14)	49354	10880788
POL	2001	Poland	Journalism and information (ISC 32)	1329	10880788
POL	2001	Poland	Health and welfare	8199	10880788
POL	2001	Poland	Business and administration (ISC 34)	102338	10880788
POL	2001	Poland	Mathematics and statistics (ISC 46)	2768	10880788
POL	2001	Poland	Environmental protection (ISC 85)	5928	10880788
POL	2001	Poland	Computing (ISC 48)	3802	10880788
POL	2001	Poland	Architecture and building (ISC 58)	4410	10880788
POL	2001	Poland	Engineering, manufacturing and construction	29831	10880788
POL	2001	Poland	Social and behavioural science (ISC 31)	43538	10880788
POL	2001	Poland	Engineering and engineering trades (ISC 52)	20837	10880788
POL	2001	Poland	Transport services (ISC 84)	1805	10880788
POL	2001	Poland	Agriculture	7195	10880788
POL	2001	Poland	Law (ISC 38)	7300	10880788
POL	2002	Poland	Education (ISC 14)	52406	10976341
POL	2002	Poland	Law (ISC 38)	7527	10976341
POL	2002	Poland	Journalism and information (ISC 32)	1653	10976341
POL	2002	Poland	Life sciences (ISC 42)	3228	10976341
POL	2002	Poland	Transport services (ISC 84)	1705	10976341
POL	2002	Poland	Mathematics and statistics (ISC 46)	2908	10976341
POL	2002	Poland	Environmental protection (ISC 85)	9220	10976341
POL	2002	Poland	Computing (ISC 48)	4408	10976341
POL	2002	Poland	Humanities and Arts	29522	10976341
POL	2002	Poland	Engineering, manufacturing and construction	33105	10976341
POL	2002	Poland	Social and behavioural science (ISC 31)	49894	10976341
POL	2002	Poland	Engineering and engineering trades (ISC 52)	21808	10976341
POL	2002	Poland	Architecture and building (ISC 58)	5588	10976341
POL	2002	Poland	Business and administration (ISC 34)	122560	10976341
POL	2002	Poland	Agriculture	7533	10976341
POL	2002	Poland	Health and welfare	8675	10976341
POL	2003	Poland	Law (ISC 38)	8903	11143914
POL	2003	Poland	Life sciences (ISC 42)	2887	11143914
POL	2003	Poland	Transport services (ISC 84)	2103	11143914
POL	2003	Poland	Mathematics and statistics (ISC 46)	2895	11143914
POL	2003	Poland	Education (ISC 14)	55367	11143914
POL	2003	Poland	Computing (ISC 48)	6434	11143914
POL	2003	Poland	Humanities and Arts	31202	11143914
POL	2003	Poland	Engineering, manufacturing and construction	36110	11143914
POL	2003	Poland	Social and behavioural science (ISC 31)	53204	11143914
POL	2003	Poland	Journalism and information (ISC 32)	2369	11143914
POL	2003	Poland	Architecture and building (ISC 58)	6237	11143914
POL	2003	Poland	Business and administration (ISC 34)	129007	11143914
POL	2003	Poland	Agriculture	7448	11143914
POL	2003	Poland	Environmental protection (ISC 85)	9731	11143914
POL	2003	Poland	Health and welfare	8760	11143914
POL	2003	Poland	Engineering and engineering trades (ISC 52)	23912	11143914
POL	2004	Poland	Health and welfare	11261	11315562
POL	2004	Poland	Life sciences (ISC 42)	2508	11315562
POL	2004	Poland	Business and administration (ISC 34)	132268	11315562
POL	2004	Poland	Education (ISC 14)	58839	11315562
POL	2004	Poland	Computing (ISC 48)	13065	11315562
POL	2004	Poland	Humanities and Arts	30802	11315562
POL	2004	Poland	Mathematics and statistics (ISC 46)	2641	11315562
POL	2004	Poland	Social and behavioural science (ISC 31)	55525	11315562
POL	2004	Poland	Journalism and information (ISC 32)	2689	11315562
POL	2004	Poland	Architecture and building (ISC 58)	7249	11315562
POL	2004	Poland	Transport services (ISC 84)	2138	11315562
POL	2004	Poland	Law (ISC 38)	8310	11315562
POL	2004	Poland	Environmental protection (ISC 85)	10412	11315562
POL	2004	Poland	Engineering and engineering trades (ISC 52)	21806	11315562
POL	2004	Poland	Engineering, manufacturing and construction	34144	11315562
POL	2004	Poland	Agriculture	7137	11315562
POL	2005	Poland	Architecture and building (ISC 58)	8331	11481127
POL	2005	Poland	Health and welfare	35544	11481127
POL	2005	Poland	Computing (ISC 48)	19133	11481127
POL	2005	Poland	Transport services (ISC 84)	2009	11481127
POL	2005	Poland	Law (ISC 38)	11936	11481127
POL	2005	Poland	Education (ISC 14)	83969	11481127
POL	2005	Poland	Journalism and information (ISC 32)	5463	11481127
POL	2005	Poland	Life sciences (ISC 42)	3241	11481127
POL	2005	Poland	Engineering, manufacturing and construction	36387	11481127
POL	2005	Poland	Agriculture	7975	11481127
POL	2005	Poland	Environmental protection (ISC 85)	11243	11481127
POL	2005	Poland	Engineering and engineering trades (ISC 52)	22641	11481127
POL	2005	Poland	Humanities and Arts	37025	11481127
POL	2005	Poland	Mathematics and statistics (ISC 46)	3885	11481127
POL	2005	Poland	Social and behavioural science (ISC 31)	63860	11481127
POL	2005	Poland	Business and administration (ISC 34)	150403	11481127
POL	2006	Poland	Journalism and information (ISC 32)	4744	11612887
POL	2006	Poland	Life sciences (ISC 42)	10299	11612887
POL	2006	Poland	Law (ISC 38)	11367	11612887
POL	2006	Poland	Education (ISC 14)	81239	11612887
POL	2006	Poland	Engineering and engineering trades (ISC 52)	23457	11612887
POL	2006	Poland	Humanities and Arts	43713	11612887
POL	2006	Poland	Business and administration (ISC 34)	136251	11612887
POL	2006	Poland	Agriculture	8312	11612887
POL	2006	Poland	Health and welfare	39457	11612887
POL	2006	Poland	Computing (ISC 48)	19931	11612887
POL	2006	Poland	Transport services (ISC 84)	2496	11612887
POL	2006	Poland	Mathematics and statistics (ISC 46)	4049	11612887
POL	2006	Poland	Environmental protection (ISC 85)	5362	11612887
POL	2006	Poland	Architecture and building (ISC 58)	8815	11612887
POL	2006	Poland	Engineering, manufacturing and construction	42564	11612887
POL	2006	Poland	Social and behavioural science (ISC 31)	61832	11612887
POL	2007	Poland	Law (ISC 38)	12472	11715887
POL	2007	Poland	Social and behavioural science (ISC 31)	66552	11715887
POL	2007	Poland	Education (ISC 14)	80952	11715887
POL	2007	Poland	Journalism and information (ISC 32)	4769	11715887
POL	2007	Poland	Architecture and building (ISC 58)	10120	11715887
POL	2007	Poland	Business and administration (ISC 34)	144819	11715887
POL	2007	Poland	Agriculture	8963	11715887
POL	2007	Poland	Health and welfare	43818	11715887
POL	2007	Poland	Life sciences (ISC 42)	10632	11715887
POL	2007	Poland	Transport services (ISC 84)	2743	11715887
POL	2007	Poland	Mathematics and statistics (ISC 46)	4265	11715887
POL	2007	Poland	Environmental protection (ISC 85)	5994	11715887
POL	2007	Poland	Computing (ISC 48)	20119	11715887
POL	2007	Poland	Humanities and Arts	45583	11715887
POL	2007	Poland	Engineering, manufacturing and construction	46328	11715887
POL	2007	Poland	Engineering and engineering trades (ISC 52)	24417	11715887
POL	2008	Poland	Social and behavioural science (ISC 31)	68054	11801125
POL	2008	Poland	Journalism and information (ISC 32)	5345	11801125
POL	2008	Poland	Architecture and building (ISC 58)	9861	11801125
POL	2008	Poland	Business and administration (ISC 34)	149342	11801125
POL	2008	Poland	Law (ISC 38)	12595	11801125
POL	2008	Poland	Health and welfare	47477	11801125
POL	2008	Poland	Life sciences (ISC 42)	10699	11801125
POL	2008	Poland	Transport services (ISC 84)	2893	11801125
POL	2008	Poland	Mathematics and statistics (ISC 46)	4640	11801125
POL	2008	Poland	Education (ISC 14)	92166	11801125
POL	2008	Poland	Computing (ISC 48)	18998	11801125
POL	2008	Poland	Humanities and Arts	46548	11801125
POL	2008	Poland	Engineering, manufacturing and construction	47102	11801125
POL	2008	Poland	Agriculture	9834	11801125
POL	2008	Poland	Engineering and engineering trades (ISC 52)	24706	11801125
POL	2008	Poland	Environmental protection (ISC 85)	5797	11801125
POL	2009	Poland	Engineering and engineering trades (ISC 52)	25963	11875603
POL	2009	Poland	Journalism and information (ISC 32)	5760	11875603
POL	2009	Poland	Humanities and Arts	46916	11875603
POL	2009	Poland	Law (ISC 38)	13980	11875603
POL	2009	Poland	Health and welfare	51227	11875603
POL	2009	Poland	Life sciences (ISC 42)	9579	11875603
POL	2009	Poland	Business and administration (ISC 34)	162145	11875603
POL	2009	Poland	Mathematics and statistics (ISC 46)	3758	11875603
POL	2009	Poland	Education (ISC 14)	86736	11875603
POL	2009	Poland	Computing (ISC 48)	18337	11875603
POL	2009	Poland	Architecture and building (ISC 58)	11529	11875603
POL	2009	Poland	Social and behavioural science (ISC 31)	68400	11875603
POL	2009	Poland	Agriculture	9834	11875603
POL	2009	Poland	Environmental protection (ISC 85)	6359	11875603
POL	2009	Poland	Transport services (ISC 84)	2878	11875603
POL	2009	Poland	Engineering, manufacturing and construction	50686	11875603
POL	2010	Poland	Computing (ISC 48)	19070	11994194
POL	2010	Poland	Engineering and engineering trades (ISC 52)	28852	11994194
POL	2010	Poland	Health and welfare	54808	11994194
POL	2010	Poland	Architecture and building (ISC 58)	13894	11994194
POL	2010	Poland	Social and behavioural science (ISC 31)	71468	11994194
POL	2010	Poland	Law (ISC 38)	14260	11994194
POL	2010	Poland	Education (ISC 14)	97336	11994194
POL	2010	Poland	Journalism and information (ISC 32)	6944	11994194
POL	2010	Poland	Transport services (ISC 84)	3050	11994194
POL	2010	Poland	Engineering, manufacturing and construction	55655	11994194
POL	2010	Poland	Agriculture	10811	11994194
POL	2010	Poland	Environmental protection (ISC 85)	8564	11994194
POL	2010	Poland	Life sciences (ISC 42)	10907	11994194
POL	2010	Poland	Business and administration (ISC 34)	173490	11994194
POL	2010	Poland	Mathematics and statistics (ISC 46)	4779	11994194
POL	2010	Poland	Humanities and Arts	50105	11994194
POL	2011	Poland	Education (ISC 14)	98818	12016879
POL	2011	Poland	Journalism and information (ISC 32)	7349	12016879
POL	2011	Poland	Social and behavioural science (ISC 31)	69719	12016879
POL	2011	Poland	Law (ISC 38)	14070	12016879
POL	2011	Poland	Environmental protection (ISC 85)	7842	12016879
POL	2011	Poland	Life sciences (ISC 42)	10562	12016879
POL	2011	Poland	Humanities and Arts	49648	12016879
POL	2011	Poland	Engineering, manufacturing and construction	65336	12016879
POL	2011	Poland	Engineering and engineering trades (ISC 52)	32921	12016879
POL	2011	Poland	Health and welfare	70330	12016879
POL	2011	Poland	Architecture and building (ISC 58)	17207	12016879
POL	2011	Poland	Business and administration (ISC 34)	171305	12016879
POL	2011	Poland	Agriculture	9540	12016879
POL	2011	Poland	Computing (ISC 48)	18960	12016879
POL	2011	Poland	Transport services (ISC 84)	3941	12016879
POL	2011	Poland	Mathematics and statistics (ISC 46)	4687	12016879
POL	2012	Poland	Engineering and engineering trades (ISC 52)	31510	11999703
POL	2012	Poland	Mathematics and statistics (ISC 46)	4596	11999703
POL	2012	Poland	Health and welfare	70267	11999703
POL	2012	Poland	Computing (ISC 48)	18717	11999703
POL	2012	Poland	Education (ISC 14)	99960	11999703
POL	2012	Poland	Engineering, manufacturing and construction	66363	11999703
POL	2012	Poland	Humanities and Arts	47149	11999703
POL	2012	Poland	Social and behavioural science (ISC 31)	64099	11999703
POL	2012	Poland	Architecture and building (ISC 58)	18568	11999703
POL	2012	Poland	Journalism and information (ISC 32)	7132	11999703
POL	2012	Poland	Agriculture	8983	11999703
POL	2012	Poland	Business and administration (ISC 34)	166497	11999703
POL	2012	Poland	Law (ISC 38)	14073	11999703
POL	2012	Poland	Transport services (ISC 84)	4288	11999703
POL	2012	Poland	Life sciences (ISC 42)	9949	11999703
POL	2012	Poland	Environmental protection (ISC 85)	8098	11999703
PRT	2000	Portugal	Education (ISC 14)	9913	3109623
PRT	2000	Portugal	Architecture and building (ISC 58)	2434	3109623
PRT	2000	Portugal	Law (ISC 38)	2426	3109623
PRT	2000	Portugal	Journalism and information (ISC 32)	2053	3109623
PRT	2000	Portugal	Business and administration (ISC 34)	12058	3109623
PRT	2000	Portugal	Environmental protection (ISC 85)	471	3109623
PRT	2000	Portugal	Engineering, manufacturing and construction	6576	3109623
PRT	2000	Portugal	Humanities and Arts	4509	3109623
PRT	2000	Portugal	Computing (ISC 48)	1610	3109623
PRT	2000	Portugal	Social and behavioural science (ISC 31)	3894	3109623
PRT	2000	Portugal	Health and welfare	5618	3109623
PRT	2000	Portugal	Agriculture	920	3109623
PRT	2000	Portugal	Life sciences (ISC 42)	492	3109623
PRT	2000	Portugal	Mathematics and statistics (ISC 46)	372	3109623
PRT	2000	Portugal	Engineering and engineering trades (ISC 52)	3547	3109623
PRT	2000	Portugal	Transport services (ISC 84)	41	3109623
PRT	2003	Portugal	Law (ISC 38)	2546	3129613
PRT	2003	Portugal	Life sciences (ISC 42)	963	3129613
PRT	2003	Portugal	Architecture and building (ISC 58)	3021	3129613
PRT	2003	Portugal	Engineering and engineering trades (ISC 52)	4833	3129613
PRT	2003	Portugal	Environmental protection (ISC 85)	939	3129613
PRT	2003	Portugal	Engineering, manufacturing and construction	8739	3129613
PRT	2003	Portugal	Computing (ISC 48)	910	3129613
PRT	2003	Portugal	Transport services (ISC 84)	99	3129613
PRT	2003	Portugal	Education (ISC 14)	14977	3129613
PRT	2003	Portugal	Mathematics and statistics (ISC 46)	850	3129613
PRT	2003	Portugal	Agriculture	1315	3129613
PRT	2003	Portugal	Humanities and Arts	5462	3129613
PRT	2003	Portugal	Business and administration (ISC 34)	10112	3129613
PRT	2003	Portugal	Health and welfare	10452	3129613
PRT	2003	Portugal	Social and behavioural science (ISC 31)	4888	3129613
PRT	2003	Portugal	Journalism and information (ISC 32)	1423	3129613
PRT	2004	Portugal	Computing (ISC 48)	2083	3110614
PRT	2004	Portugal	Education (ISC 14)	14219	3110614
PRT	2004	Portugal	Law (ISC 38)	2418	3110614
PRT	2004	Portugal	Agriculture	1060	3110614
PRT	2004	Portugal	Architecture and building (ISC 58)	2789	3110614
PRT	2004	Portugal	Environmental protection (ISC 85)	795	3110614
PRT	2004	Portugal	Engineering, manufacturing and construction	7094	3110614
PRT	2004	Portugal	Social and behavioural science (ISC 31)	5142	3110614
PRT	2004	Portugal	Transport services (ISC 84)	74	3110614
PRT	2004	Portugal	Life sciences (ISC 42)	1527	3110614
PRT	2004	Portugal	Health and welfare	10187	3110614
PRT	2004	Portugal	Humanities and Arts	6007	3110614
PRT	2004	Portugal	Engineering and engineering trades (ISC 52)	3550	3110614
PRT	2004	Portugal	Business and administration (ISC 34)	8056	3110614
PRT	2004	Portugal	Mathematics and statistics (ISC 46)	1249	3110614
PRT	2004	Portugal	Journalism and information (ISC 32)	1271	3110614
PRT	2005	Portugal	Law (ISC 38)	2273	3081067
PRT	2005	Portugal	Education (ISC 14)	12726	3081067
PRT	2005	Portugal	Life sciences (ISC 42)	1642	3081067
PRT	2005	Portugal	Business and administration (ISC 34)	7977	3081067
PRT	2005	Portugal	Architecture and building (ISC 58)	2715	3081067
PRT	2005	Portugal	Mathematics and statistics (ISC 46)	1192	3081067
PRT	2005	Portugal	Humanities and Arts	5551	3081067
PRT	2005	Portugal	Agriculture	1198	3081067
PRT	2005	Portugal	Engineering and engineering trades (ISC 52)	3985	3081067
PRT	2005	Portugal	Environmental protection (ISC 85)	959	3081067
PRT	2005	Portugal	Engineering, manufacturing and construction	7531	3081067
PRT	2005	Portugal	Journalism and information (ISC 32)	1368	3081067
PRT	2005	Portugal	Computing (ISC 48)	2605	3081067
PRT	2005	Portugal	Social and behavioural science (ISC 31)	5617	3081067
PRT	2005	Portugal	Health and welfare	11811	3081067
PRT	2005	Portugal	Transport services (ISC 84)	75	3081067
PRT	2006	Portugal	Law (ISC 38)	2359	3046475
PRT	2006	Portugal	Agriculture	1077	3046475
PRT	2006	Portugal	Education (ISC 14)	10450	3046475
PRT	2006	Portugal	Health and welfare	13799	3046475
PRT	2006	Portugal	Mathematics and statistics (ISC 46)	1220	3046475
PRT	2006	Portugal	Life sciences (ISC 42)	1506	3046475
PRT	2006	Portugal	Transport services (ISC 84)	82	3046475
PRT	2006	Portugal	Environmental protection (ISC 85)	1049	3046475
PRT	2006	Portugal	Architecture and building (ISC 58)	3379	3046475
PRT	2006	Portugal	Humanities and Arts	5903	3046475
PRT	2006	Portugal	Engineering, manufacturing and construction	8187	3046475
PRT	2006	Portugal	Computing (ISC 48)	2929	3046475
PRT	2006	Portugal	Social and behavioural science (ISC 31)	6518	3046475
PRT	2006	Portugal	Engineering and engineering trades (ISC 52)	4063	3046475
PRT	2006	Portugal	Journalism and information (ISC 32)	1419	3046475
PRT	2006	Portugal	Business and administration (ISC 34)	8981	3046475
PRT	2007	Portugal	Agriculture	1363	3011041
PRT	2007	Portugal	Law (ISC 38)	3072	3011041
PRT	2007	Portugal	Mathematics and statistics (ISC 46)	939	3011041
PRT	2007	Portugal	Life sciences (ISC 42)	2373	3011041
PRT	2007	Portugal	Environmental protection (ISC 85)	1497	3011041
PRT	2007	Portugal	Health and welfare	15420	3011041
PRT	2007	Portugal	Architecture and building (ISC 58)	3902	3011041
PRT	2007	Portugal	Humanities and Arts	7235	3011041
PRT	2007	Portugal	Transport services (ISC 84)	91	3011041
PRT	2007	Portugal	Business and administration (ISC 34)	12457	3011041
PRT	2007	Portugal	Social and behavioural science (ISC 31)	7814	3011041
PRT	2007	Portugal	Education (ISC 14)	8768	3011041
PRT	2007	Portugal	Engineering, manufacturing and construction	14695	3011041
PRT	2007	Portugal	Computing (ISC 48)	4884	3011041
PRT	2007	Portugal	Engineering and engineering trades (ISC 52)	9757	3011041
PRT	2007	Portugal	Journalism and information (ISC 32)	1844	3011041
PRT	2008	Portugal	Architecture and building (ISC 58)	5450	2971612
PRT	2008	Portugal	Agriculture	2093	2971612
PRT	2008	Portugal	Law (ISC 38)	2995	2971612
PRT	2008	Portugal	Health and welfare	16810	2971612
PRT	2008	Portugal	Mathematics and statistics (ISC 46)	827	2971612
PRT	2008	Portugal	Life sciences (ISC 42)	3035	2971612
PRT	2008	Portugal	Transport services (ISC 84)	105	2971612
PRT	2008	Portugal	Business and administration (ISC 34)	14194	2971612
PRT	2008	Portugal	Education (ISC 14)	7329	2971612
PRT	2008	Portugal	Humanities and Arts	7996	2971612
PRT	2008	Portugal	Engineering, manufacturing and construction	17489	2971612
PRT	2008	Portugal	Computing (ISC 48)	6089	2971612
PRT	2008	Portugal	Social and behavioural science (ISC 31)	7631	2971612
PRT	2008	Portugal	Environmental protection (ISC 85)	1712	2971612
PRT	2008	Portugal	Journalism and information (ISC 32)	2302	2971612
PRT	2008	Portugal	Engineering and engineering trades (ISC 52)	10737	2971612
PRT	2009	Portugal	Humanities and Arts	6307	2928541
PRT	2009	Portugal	Social and behavioural science (ISC 31)	7543	2928541
PRT	2009	Portugal	Health and welfare	15528	2928541
PRT	2009	Portugal	Mathematics and statistics (ISC 46)	508	2928541
PRT	2009	Portugal	Agriculture	1471	2928541
PRT	2009	Portugal	Life sciences (ISC 42)	2321	2928541
PRT	2009	Portugal	Education (ISC 14)	4706	2928541
PRT	2009	Portugal	Law (ISC 38)	3238	2928541
PRT	2009	Portugal	Journalism and information (ISC 32)	1523	2928541
PRT	2009	Portugal	Transport services (ISC 84)	70	2928541
PRT	2009	Portugal	Computing (ISC 48)	1268	2928541
PRT	2009	Portugal	Business and administration (ISC 34)	10110	2928541
PRT	2009	Portugal	Architecture and building (ISC 58)	5312	2928541
PRT	2009	Portugal	Engineering, manufacturing and construction	15004	2928541
PRT	2009	Portugal	Environmental protection (ISC 85)	973	2928541
PRT	2009	Portugal	Engineering and engineering trades (ISC 52)	8721	2928541
PRT	2010	Portugal	Agriculture	1258	2881718
PRT	2010	Portugal	Computing (ISC 48)	1077	2881718
PRT	2010	Portugal	Architecture and building (ISC 58)	5165	2881718
PRT	2010	Portugal	Law (ISC 38)	3413	2881718
PRT	2010	Portugal	Transport services (ISC 84)	69	2881718
PRT	2010	Portugal	Social and behavioural science (ISC 31)	7336	2881718
PRT	2010	Portugal	Engineering, manufacturing and construction	14407	2881718
PRT	2010	Portugal	Humanities and Arts	6458	2881718
PRT	2010	Portugal	Health and welfare	16383	2881718
PRT	2010	Portugal	Life sciences (ISC 42)	2377	2881718
PRT	2010	Portugal	Education (ISC 14)	6801	2881718
PRT	2010	Portugal	Business and administration (ISC 34)	10634	2881718
PRT	2010	Portugal	Journalism and information (ISC 32)	1561	2881718
PRT	2010	Portugal	Engineering and engineering trades (ISC 52)	8329	2881718
PRT	2010	Portugal	Environmental protection (ISC 85)	1095	2881718
PRT	2010	Portugal	Mathematics and statistics (ISC 46)	435	2881718
PRT	2011	Portugal	Agriculture	1408	2827295
PRT	2011	Portugal	Health and welfare	17793	2827295
PRT	2011	Portugal	Social and behavioural science (ISC 31)	8141	2827295
PRT	2011	Portugal	Architecture and building (ISC 58)	4974	2827295
